Symbol,logFC,logCPM,PValue,FDR
Cchl,-0.078116331,7.089810374,0.657716491,0.837592657
Saf-B,0.080952321,7.605206921,0.657907628,0.837723318
CG11927,0.134274047,4.820056875,0.658013837,0.83772791
CG18107,0.202427528,2.288089452,0.658088307,0.83772791
RpL24,0.076385938,9.772982138,0.658280666,0.837860057
CG11722,-0.144276813,3.869866348,0.658849161,0.838442477
CG34256,0.191718991,0.844913435,0.659002937,0.838442477
Cdc5,0.137148113,5.097181959,0.659059235,0.838442477
Gie,-0.085868578,6.589876277,0.659126368,0.838442477
CG10435,-0.105594434,5.387913177,0.659181313,0.838442477
Sln,-0.099814355,5.600398978,0.659394451,0.838462725
Deaf1,0.099551488,5.79636077,0.659488327,0.838462725
Spn77Bc,-0.166074414,2.89180313,0.659583953,0.838462725
CG1688,-0.145608543,2.531823737,0.659676408,0.838462725
CG14544,0.209542939,0.443650338,0.659750851,0.838462725
CG2202,-0.11313176,4.971013376,0.659809542,0.838462725
Pex1,0.135019175,4.013629356,0.659905904,0.838462725
mRpL49,0.11468714,4.948140854,0.65991557,0.838462725
CG15643,-0.141496227,3.692393466,0.659994756,0.838462725
CG6985,0.169249474,2.538892944,0.660163141,0.838564054
Amnionless,0.167128482,1.544080509,0.661101495,0.839643268
EMC8-9,0.120347333,5.322639776,0.661456595,0.839981519
NAA20,-0.107885916,5.834096935,0.661718121,0.840200868
raw,-0.083146692,6.551084197,0.661853905,0.840226011
Jwa,-0.075103373,7.084002985,0.661988782,0.840226011
PNPase,0.141746836,3.691820491,0.662004324,0.840226011
AsnRS,0.091374296,5.941612903,0.662130746,0.840258814
Syn1,-0.104938705,5.324663609,0.662207776,0.840258814
CG14701,-0.145229528,3.361904769,0.662431194,0.840418714
CG1418,-0.122378235,4.68136151,0.662511434,0.840418714
Past1,-0.075395734,7.145963427,0.662737327,0.840430312
NELF-B,0.174733277,4.39533745,0.66277997,0.840430312
Pi3K92E,-0.093701404,5.774005405,0.662787042,0.840430312
CG4901,0.133279713,4.270221716,0.66318524,0.840822557
Hph,-0.090688806,5.970184779,0.663516453,0.841020082
mahj,-0.108348484,5.111095187,0.663543996,0.841020082
mtTFB2,0.163673868,3.227020993,0.663607686,0.841020082
CG2182,-0.076455577,6.863268977,0.66396052,0.841242222
nudC,-0.10991743,5.086353382,0.664029084,0.841242222
CG32202,0.162635003,3.658457191,0.664081957,0.841242222
CG1737,0.117954165,5.733078163,0.664138596,0.841242222
CG12159,-0.113145388,5.025813465,0.664846653,0.841839096
Dip-B,-0.081100134,6.778868545,0.6648575,0.841839096
Elp1,0.111192471,4.988694966,0.664876724,0.841839096
CG11267,0.086135482,6.176927497,0.66533442,0.842305898
clu,-0.08617989,6.145298318,0.665536845,0.842449449
CG7920,0.078019798,9.36582514,0.665833325,0.842712001
CG31528,-0.181062596,1.136772854,0.66602738,0.842844867
CG30151,0.157381349,2.143358766,0.666233399,0.842992835
CG10907,0.146461359,4.187872406,0.666587773,0.843328454
CG43107,0.158652553,1.711252878,0.666745521,0.843394292
Slu7,0.125006101,5.082204211,0.666838578,0.843394292
CG13893,-0.093388564,5.942987031,0.666928004,0.843394292
wts,-0.085799578,6.160373214,0.667030132,0.843394292
CG8777,-0.118276234,4.7235256,0.667085487,0.843394292
Mcr,0.077285368,6.814085284,0.667408084,0.843689417
Or59c,-0.199360701,1.925069122,0.667573991,0.843698339
CG5934,-0.130258302,4.617043505,0.66763839,0.843698339
sle,-0.141031384,3.185820222,0.66775073,0.843698339
Bmcp,-0.093830533,5.818362395,0.667807636,0.843698339
Rrp42,0.142863942,3.15203879,0.66794315,0.843698339
Ir92a,0.13033058,4.233464714,0.667950144,0.843698339
ND-AGGG,-0.085505914,6.228691633,0.668100916,0.843776144
l(2)05287,0.16216686,4.246124887,0.6684324,0.844050275
bon,0.100943187,5.281444027,0.668496381,0.844050275
exd,0.082769171,7.640058056,0.668619664,0.844093297
CG9596,0.140724611,2.631874692,0.66881581,0.844228281
Sar1,-0.072705255,8.089233096,0.669118078,0.844335319
CG7632,-0.113516018,5.011575577,0.669243142,0.844335319
CG9672,0.221943314,1.113330571,0.669359287,0.844335319
CG14711,-0.177214061,1.350960979,0.669378101,0.844335319
CAH1,-0.073536914,8.132743722,0.669496686,0.844335319
CG7324,0.078061066,7.166623068,0.669508325,0.844335319
CG12986,0.181666136,0.903023621,0.669525248,0.844335319
Mtr3,0.156368055,3.381125096,0.669728721,0.844339256
CG2224,-0.117144604,5.008006977,0.66976506,0.844339256
CG7987,-0.082985927,6.356381582,0.669796075,0.844339256
Ald,0.074003719,10.37859494,0.670391426,0.84479146
CG6083,0.147879324,2.947266959,0.670476162,0.84479146
HIP-R,0.145059819,5.104606103,0.670491551,0.84479146
beta4GalNAcTA,0.104355306,5.200473374,0.670559594,0.84479146
CG33947,-0.149472163,3.636571589,0.670601211,0.84479146
Syt12,0.150815268,2.625625443,0.67101173,0.845196085
JhI-1,-0.138405644,3.688860646,0.671450593,0.845611017
yellow-d,0.136554397,4.144992222,0.671519888,0.845611017
Cyp4d21,0.078716743,10.04522718,0.671853098,0.84565255
InR,0.099722883,5.413099841,0.671872445,0.84565255
CG2519,0.073462798,6.993137212,0.671965005,0.84565255
CG34357,-0.164436598,1.026731376,0.671980744,0.84565255
msl-2,-0.107951944,5.174787432,0.671999738,0.84565255
Rcd-1,-0.080765006,6.857006752,0.672114077,0.845683963
Glo1,0.115034347,5.058994636,0.672313322,0.84581813
CG32758,0.086097368,5.981018079,0.67239949,0.84581813
CG9773,0.127657922,4.724253025,0.67253138,0.84583841
CG13016,0.141345509,3.12117305,0.672594398,0.84583841
NSD,-0.125268126,4.332925788,0.672893057,0.846101542
CG10399,0.138453487,2.853208808,0.672992133,0.846113681
TM9SF3,0.106076254,5.659698297,0.673157574,0.846152409
CG17646,-0.076752726,6.819960665,0.673288282,0.846152409
Ice2,-0.131791619,3.816974902,0.673319498,0.846152409
skd,-0.081145268,6.522741428,0.673392437,0.846152409
Fkbp14,-0.077085584,6.709872258,0.673470069,0.846152409
Dlip3,-0.128304666,4.399813629,0.673627052,0.84616215
Arl1,0.107745795,5.468619546,0.673696606,0.84616215
ND-B17,-0.07280081,7.225320978,0.673746104,0.84616215
PR-Set7,0.130046603,4.757023317,0.673923526,0.846232641
CG33229,0.116527514,5.00985294,0.674002748,0.846232641
JHDM2,0.149169318,3.36103797,0.674070536,0.846232641
CG14879,-0.123248991,4.560589156,0.674215198,0.846301963
slim,0.08258617,6.482982054,0.674348368,0.846356846
CG14353,-0.110575887,4.908781075,0.674828572,0.846847208
CG6422,0.088027408,6.111884893,0.67510545,0.847082319
CG33082,0.16749773,1.343776,0.675209796,0.847100913
CR45007,0.176934089,1.08012802,0.676021572,0.84782495
mRpL32,0.142332151,4.04439725,0.676048207,0.84782495
brun,-0.096598111,5.532249082,0.676106033,0.84782495
RpL36,-0.073200682,9.907385146,0.676145326,0.84782495
Myt1,0.133956589,3.893326982,0.676461506,0.848109019
Jafrac2,-0.128909051,3.940793657,0.67661364,0.848187369
Golgin104,0.132035322,3.965776921,0.67687216,0.848367664
CG10543,-0.079108625,6.418470575,0.676936786,0.848367664
hoip,-0.137306735,3.522372229,0.677307097,0.848719342
CG9630,-0.135676379,3.726590731,0.67747332,0.848769374
Ice1,-0.140728399,3.213816064,0.67752643,0.848769374
tefu,-0.111853799,4.8951629,0.677653678,0.848780879
eIF-2gamma,0.081783787,6.200809971,0.677717251,0.848780879
heph,0.122362953,6.733005946,0.677804727,0.848780879
CG42788,-0.085873941,5.934102451,0.67815461,0.84891423
Bet3,0.116244194,4.947160032,0.678235104,0.84891423
ATPsynCF6,-0.068787994,8.482582064,0.678284577,0.84891423
RpL37A,0.071111718,9.119902358,0.678366721,0.84891423
mRpS18B,0.139239762,4.142626217,0.678510533,0.84891423
dop,-0.075737837,7.307416785,0.678629501,0.84891423
CG14805,0.124385189,5.645926867,0.678703214,0.84891423
CG17272,-0.114731071,4.870203781,0.678718426,0.84891423
Ndc1,0.139809192,3.921187175,0.67871868,0.84891423
MFS10,-0.147601037,2.213779103,0.678879265,0.848914744
CG30467,0.165348734,3.761427959,0.678898528,0.848914744
CG5577,0.107042502,5.172101134,0.679173132,0.8491459
CG11069,0.137229692,3.280029911,0.679348579,0.849253039
CG4045,0.124577117,4.640584108,0.679726263,0.849523059
CG4707,0.143453921,3.90666787,0.679793886,0.849523059
betaGlu,-0.106496653,5.01222918,0.679890524,0.849523059
CG9646,-0.074180545,7.047322437,0.679923708,0.849523059
igl,-0.070542189,9.106520715,0.680099242,0.849630185
tzn,0.096231073,6.394320917,0.680623248,0.850172564
CR43148,-0.156158255,3.199492478,0.680915744,0.850425655
CR18854,0.068874227,8.0597787,0.681399733,0.850912258
Shroom,0.093930534,5.546524336,0.681485213,0.850912258
DCTN5-p25,0.124996841,4.289213933,0.681577851,0.850915639
CG31918,0.206477414,2.199442548,0.681727743,0.850948461
CG2662,0.134431309,2.987217244,0.681785981,0.850948461
stan,-0.12419578,4.38208676,0.681890983,0.850948461
dgt2,0.129058044,3.968827871,0.681963874,0.850948461
CG32099,0.137800762,2.868327103,0.682124425,0.851036565
CG16865,0.147628918,3.252484959,0.68229879,0.851105818
CG11319,0.101818552,5.245094212,0.682420597,0.851105818
CG3773,-0.137405941,3.460043325,0.682449783,0.851105818
rin,0.068092706,7.518189418,0.682577771,0.851153251
awd,-0.080698681,8.172046197,0.682858309,0.851256588
CG8292,-0.172496698,0.949425971,0.682894875,0.851256588
CG30187,0.141266972,2.580270391,0.683020364,0.851256588
Adam,-0.073480112,6.888368744,0.683020505,0.851256588
Shark,0.121505527,4.324050761,0.683203669,0.851372727
Rrp46,0.146206514,2.954476094,0.683631785,0.851684016
CG16972,-0.116113509,4.618812839,0.683643565,0.851684016
CG17385,0.083551958,6.574513642,0.683743451,0.851684016
scramb1,0.077241983,6.518559353,0.683813514,0.851684016
FucTB,0.133240809,3.298613881,0.684647911,0.85261102
hop,0.120711039,5.569256518,0.684854296,0.852755804
CG10418,0.133937372,3.977529225,0.685176349,0.852938506
Graf,0.083069725,6.098301726,0.685181313,0.852938506
CG7218,0.093678534,5.457218084,0.685953481,0.853613808
CG31195,0.071694386,6.870024489,0.686015244,0.853613808
smid,0.136549302,6.626122753,0.686151881,0.853613808
Patsas,0.110985161,4.724739203,0.686245454,0.853613808
Dim1,-0.127992297,4.14455123,0.686260144,0.853613808
CG17026,-0.095015945,5.446988481,0.686265085,0.853613808
Evi5,0.086854231,5.800603804,0.686477469,0.853669262
CG33051,-0.131547621,3.428162353,0.686490109,0.853669262
Atg2,0.083814783,5.927669261,0.686640986,0.853681414
Elf,-0.075618491,6.637998872,0.686680325,0.853681414
dre4,-0.088872275,5.637858267,0.68691594,0.853730273
Gprk2,-0.097240449,5.859993617,0.687055585,0.853730273
CG41520,0.08086602,7.438069606,0.687213058,0.853730273
CG33977,0.123920122,4.164423753,0.687235022,0.853730273
CG11248,0.123187943,4.874769057,0.687308244,0.853730273
MED23,0.154063126,3.804257559,0.687312937,0.853730273
CG12413,0.134238906,3.036544686,0.687401583,0.853730273
CG3209,-0.0683897,7.061193129,0.687443038,0.853730273
CG12259,0.135020213,3.891837499,0.687531672,0.853730273
mmy,-0.079034118,6.281198329,0.687661956,0.853769971
Kr-h1,-0.132900957,3.395149108,0.687744105,0.853769971
CG4101,-0.136211068,3.121804036,0.688117029,0.854120862
qkr58E-1,-0.107802661,5.332389537,0.688478849,0.854241107
Hmu,0.070582751,7.693713469,0.688508979,0.854241107
CG43783,0.121331749,4.352197354,0.688581754,0.854241107
Mondo,0.090479357,6.224131275,0.688723473,0.854241107
CG6724,-0.122473742,4.165521355,0.688811428,0.854241107
bigmax,-0.104372231,5.00344566,0.688964227,0.854241107
CG11388,0.082904013,5.881386092,0.689018844,0.854241107
rudhira,0.072650566,7.222364648,0.689021439,0.854241107
gek,0.083273752,6.223250061,0.689110313,0.854241107
AspRS-m,0.123655181,5.947310523,0.689116716,0.854241107
ctrip,-0.070173253,7.439050795,0.68921256,0.854248001
CR18166,-0.119596637,4.247701832,0.689395634,0.854362998
Zcchc7,-0.101370137,5.555861106,0.68951095,0.854394003
CG12728,0.127733488,3.846758084,0.689704451,0.854521869
atl,0.065763963,7.911936547,0.689867388,0.854611839
Opa1,0.066763098,7.409962625,0.69011253,0.854768298
CG3246,-0.17704522,1.203758123,0.69017436,0.854768298
Sgf29,0.144075559,3.985109404,0.690319074,0.854835634
Zir,0.0912268,6.17674156,0.690507695,0.854957317
Yp1,-0.226536271,5.903492389,0.691151652,0.855618262
mRpS2,-0.12340116,4.168762747,0.691223723,0.855618262
CG7326,0.129338883,2.625901144,0.691312789,0.855618262
CR45517,0.135078549,3.441136793,0.691500936,0.855648357
ND-13A,-0.069772968,6.921400651,0.691658871,0.855648357
CG3163,-0.126124917,3.728961736,0.691718914,0.855648357
DNA-ligI,-0.132107843,2.99778941,0.691740759,0.855648357
CG2915,0.111785622,5.352243216,0.691932681,0.855648357
CG5254,0.118952816,4.294358778,0.692022923,0.855648357
CG32022,0.138593518,3.837321033,0.692059029,0.855648357
CG6553,-0.139640906,1.889503166,0.692060545,0.855648357
CG1812,-0.096806934,5.274087269,0.692165592,0.855666427
UQCR-11,-0.064960531,7.715184402,0.692265277,0.855677864
FBXO11,-0.089607834,5.607930667,0.692460767,0.855807703
mRpL45,0.090980707,5.504009291,0.692815337,0.856048406
Set1,-0.073450945,6.596340675,0.692856218,0.856048406
mei-41,-0.128409615,2.59815257,0.692926944,0.856048406
Mul1,0.130707134,3.544090378,0.693125325,0.856181701
ECSIT,-0.122497034,4.189626338,0.693639553,0.856705058
mbl,0.072377553,7.337328542,0.694258241,0.857357279
p130CAS,0.092202362,5.608729131,0.694491251,0.857445608
CG6550,0.13044952,3.471861233,0.694511006,0.857445608
slgA,-0.064536807,8.662377787,0.69466605,0.857525135
Tet,0.106402128,4.840010159,0.695227444,0.857868419
Prat,-0.11319006,4.575937171,0.695339768,0.857868419
REPTOR,0.080257049,6.319994051,0.695389553,0.857868419
omd,0.105813477,4.789335637,0.695446729,0.857868419
CG31176,0.121774721,3.979997172,0.695476962,0.857868419
CG11590,0.126561543,3.928189654,0.695488126,0.857868419
Usp20-33,-0.092342326,5.357983412,0.695800836,0.85805476
Hira,-0.127919251,3.609866987,0.695897184,0.85805476
MME1,-0.102273489,4.922152682,0.696064643,0.85805476
Acyp2,-0.098005846,5.125272574,0.696149862,0.85805476
Nsun2,0.138996258,4.595414648,0.69615049,0.85805476
CG17982,0.129641345,3.581237507,0.696188222,0.85805476
ND-24,-0.068478699,7.390201374,0.69633649,0.85805476
DENR,-0.102315837,5.094193185,0.696364669,0.85805476
CG34195,-0.126953388,3.638802349,0.696490109,0.858069107
CG12123,-0.126367485,3.723283869,0.696557685,0.858069107
Syx8,-0.099997847,5.080409561,0.696822768,0.858258456
Irbp,-0.123006163,4.119560035,0.696892805,0.858258456
CG17556,0.116713289,4.751964775,0.697184256,0.858452185
Rdl,0.079847273,6.75159459,0.697231837,0.858452185
CG2681,0.141410854,1.674964465,0.697322288,0.858452185
shn,-0.085286806,5.767560273,0.697869279,0.859013805
CG30010,-0.125304392,3.344872345,0.698158338,0.859227083
CG10721,-0.113139307,4.496534878,0.698299511,0.859227083
CG43320,0.127697888,2.621851888,0.69838299,0.859227083
HBS1,0.096719272,5.121299008,0.698458051,0.859227083
Thiolase,0.067056464,7.191357167,0.698496589,0.859227083
CG1218,-0.126344691,4.763187883,0.69859069,0.859231134
ema,-0.073134813,6.438981563,0.698840432,0.859426588
CG8366,-0.124908382,3.775187258,0.699105189,0.859640455
26-29-p,0.068433949,7.186355873,0.69980511,0.860211723
Pex16,0.09506771,5.375671784,0.69982406,0.860211723
MED24,-0.108881997,4.757197321,0.699992392,0.860211723
stau,0.082098534,6.94637671,0.700181607,0.860211723
mRpL27,-0.106536465,4.796103533,0.70018946,0.860211723
Sugb,0.112006692,4.518209364,0.70030536,0.860211723
CG7430,-0.063123908,8.464822232,0.700411584,0.860211723
Atox1,0.072389963,6.54362651,0.700435618,0.860211723
Alh,-0.100219483,5.975051492,0.700481427,0.860211723
CG7265,0.113653245,4.575075916,0.700634821,0.860211723
CG11309,-0.125936509,3.195213832,0.700635844,0.860211723
Neb-cGP,-0.063268287,7.739087778,0.700660722,0.860211723
CG13775,0.127713916,2.357588706,0.701282705,0.860660541
CG5044,0.109756529,4.669310562,0.701351859,0.860660541
Patronin,-0.075056082,6.942644898,0.701384503,0.860660541
Sas-6,-0.141753854,2.137476272,0.701493595,0.860660541
Faf2,0.079450031,6.86794705,0.701567544,0.860660541
Msr-110,-0.067620584,13.27373073,0.701572051,0.860660541
RpL32,0.070377556,9.348505474,0.70171963,0.860667786
Npc1a,-0.065501515,7.81919775,0.701759878,0.860667786
crb,-0.066766,7.171830107,0.701952967,0.860793024
CG18766,-0.085019579,5.800639205,0.702149311,0.860922221
CG5027,-0.104239898,5.112892905,0.702776369,0.861579426
Sap-r,0.063612012,9.827592156,0.702904884,0.861582535
CG11095,-0.133810084,3.366953678,0.70296102,0.861582535
sol,-0.067150158,6.889726115,0.703089813,0.86162878
CG11398,0.12635333,3.099579103,0.703331998,0.861813955
CG11837,0.131619158,3.513294858,0.703464932,0.861865232
CG12990,-0.155305268,0.736413289,0.70367278,0.862008266
ChLD3,-0.147131696,1.32888796,0.703774057,0.862020728
tst,0.112530377,4.332580182,0.704051357,0.862143856
CG5946,-0.064816455,8.821291707,0.704073896,0.862143856
MED20,-0.123240029,3.374993254,0.704202277,0.862143856
CG17883,0.06912818,7.104439673,0.704239047,0.862143856
muc,0.064389964,8.11448254,0.704495179,0.862325132
CG1116,-0.089931875,5.368486855,0.704569392,0.862325132
CG7702,-0.140980677,1.56973435,0.704883086,0.862597486
Vps54L,-0.081945745,5.679539429,0.705053915,0.862621956
CG32195,0.128077917,3.531142257,0.705103549,0.862621956
D1,0.09899713,7.565672521,0.705176583,0.862621956
Msp300,-0.090427468,7.804964865,0.705415043,0.862646368
TrpRS-m,-0.089539932,5.317640958,0.705473161,0.862646368
CG14077,0.143992722,1.418203509,0.705566828,0.862646368
CG7185,0.085477648,6.55161131,0.705635422,0.862646368
stet,-0.150810353,1.399602702,0.705652387,0.862646368
Fancd2,0.12705686,2.720971796,0.705775109,0.862684936
CG1792,-0.117494392,4.055743082,0.705880451,0.862702251
CG2129,-0.125533686,2.99082319,0.705985183,0.862718818
FK506-bp2,0.094325284,7.511691131,0.706168993,0.862720854
CG12384,-0.072589487,6.620956546,0.706243701,0.862720854
CG14372,0.146038683,1.517026087,0.706303939,0.862720854
su(sable),0.099180668,6.198920931,0.70635156,0.862720854
CG42562,0.164874477,0.798385724,0.706569824,0.86285687
CG8461,0.157076875,3.474380564,0.706645306,0.86285687
CG34133,0.082993646,5.631865929,0.706797637,0.862931515
Hrd3,-0.084405456,5.66636169,0.706929106,0.862980674
CG2680,-0.133471567,1.940091745,0.707394329,0.863437195
CG15046,0.124394978,3.599676656,0.707554462,0.863443074
CG14512,0.124253746,3.16147159,0.70758684,0.863443074
CG10147,0.120252458,3.777510962,0.707672906,0.863443074
RfC3,0.120458943,2.539052388,0.707821494,0.863513019
ACC,0.063987873,7.835271775,0.708134888,0.863685847
Zip102B,-0.065834387,6.983547201,0.70814572,0.863685847
CR44029,-0.090987116,5.505460929,0.708276899,0.863734504
CG6664,-0.08016576,5.743012516,0.708379351,0.863748121
Calx,-0.080358276,6.394836808,0.708494452,0.863748779
Nup43,-0.126702928,3.064120089,0.708613019,0.863748779
CG12213,-0.081993343,6.168674859,0.708653749,0.863748779
Capr,0.071109615,6.773032783,0.708771065,0.863780501
ecd,-0.092054301,5.151031938,0.708994407,0.863870449
CG9990,0.061687729,9.507986379,0.709111384,0.863870449
Rrp1,0.124945384,2.797249897,0.709118768,0.863870449
